Date,High,Low,Open,Close,Volume,Adj Close
2019-03-25,47.54999923706055,46.41999816894531,46.75,46.97999954223633,6976900.0,46.60561752319336
2019-03-26,47.880001068115234,45.959999084472656,47.279998779296875,46.43000030517578,9712000.0,46.060001373291016
2019-03-27,46.290000915527344,45.2400016784668,46.290000915527344,45.52000045776367,7813600.0,45.52000045776367
2019-03-28,45.709999084472656,44.869998931884766,45.34000015258789,45.619998931884766,8347800.0,45.619998931884766
2019-03-29,46.369998931884766,45.0099983215332,46.18000030517578,45.529998779296875,6643600.0,45.529998779296875
2019-04-01,47.310001373291016,46.15999984741211,46.5,47.119998931884766,9233400.0,47.119998931884766
2019-04-02,47.779998779296875,46.20000076293945,47.41999816894531,47.459999084472656,9697700.0,47.459999084472656
2019-04-03,48.599998474121094,47.400001525878906,47.75,47.650001525878906,9741800.0,47.650001525878906
2019-04-04,47.81999969482422,46.58000183105469,47.68000030517578,46.959999084472656,6941800.0,46.959999084472656
2019-04-05,47.540000915527344,46.68000030517578,47.08000183105469,47.290000915527344,5976900.0,47.290000915527344
2019-04-08,47.630001068115234,46.369998931884766,47.22999954223633,47.56999969482422,5563800.0,47.56999969482422
2019-04-09,47.650001525878906,46.849998474121094,47.189998626708984,47.0099983215332,5090900.0,47.0099983215332
2019-04-10,47.959999084472656,47.150001525878906,47.34000015258789,47.86000061035156,3548000.0,47.86000061035156
2019-04-11,48.2400016784668,46.86000061035156,48.060001373291016,47.16999816894531,5198500.0,47.16999816894531
2019-04-12,47.68000030517578,46.939998626708984,47.400001525878906,47.279998779296875,3802100.0,47.279998779296875
2019-04-15,47.56999969482422,45.63999938964844,47.27000045776367,45.75,7343500.0,45.75
2019-04-16,45.95000076293945,44.7400016784668,45.95000076293945,45.060001373291016,9742200.0,45.060001373291016
2019-04-17,45.34000015258789,43.959999084472656,45.16999816894531,44.97999954223633,6663100.0,44.97999954223633
2019-04-18,45.59000015258789,44.650001525878906,45.18000030517578,45.310001373291016,4582700.0,45.310001373291016
2019-04-22,45.529998779296875,44.70000076293945,45.2400016784668,45.34000015258789,4229300.0,45.34000015258789
2019-04-23,46.7599983215332,45.470001220703125,45.599998474121094,46.5099983215332,6263400.0,46.5099983215332
2019-04-24,46.88999938964844,46.040000915527344,46.45000076293945,46.75,5327800.0,46.75
2019-04-25,47.459999084472656,46.13999938964844,46.65999984741211,47.40999984741211,7637100.0,47.40999984741211
2019-04-26,48.47999954223633,47.31999969482422,47.47999954223633,48.16999816894531,4994195.0,48.16999816894531
