Date,High,Low,Open,Close,Volume,Adj Close
2019-03-25,35.16999816894531,34.70000076293945,34.849998474121094,34.93000030517578,474100,34.93000030517578
2019-03-26,36.349998474121094,36.0,36.119998931884766,36.25,672000,36.25
2019-03-27,36.20000076293945,35.779998779296875,35.9900016784668,36.0,540200,36.0
2019-03-28,36.13999938964844,35.84000015258789,36.099998474121094,36.13999938964844,157800,36.13999938964844
2019-03-29,35.939998626708984,35.61000061035156,35.79999923706055,35.869998931884766,323300,35.869998931884766
2019-04-01,36.13999938964844,35.849998474121094,36.08000183105469,36.119998931884766,248200,36.119998931884766
2019-04-02,36.15999984741211,35.810001373291016,36.09000015258789,35.959999084472656,139100,35.959999084472656
2019-04-03,36.7400016784668,36.34000015258789,36.380001068115234,36.56999969482422,294900,36.56999969482422
2019-04-04,36.4900016784668,36.220001220703125,36.4900016784668,36.45000076293945,116900,36.45000076293945
2019-04-05,37.56999969482422,36.869998931884766,37.0,37.369998931884766,455500,37.369998931884766
2019-04-08,36.72999954223633,36.45000076293945,36.650001525878906,36.689998626708984,188700,36.689998626708984
2019-04-09,37.209999084472656,36.95000076293945,36.95000076293945,37.08000183105469,271300,37.08000183105469
2019-04-10,37.099998474121094,36.95000076293945,37.08000183105469,37.029998779296875,218400,37.029998779296875
2019-04-11,37.0,36.65999984741211,36.72999954223633,36.75,126800,36.75
2019-04-12,38.029998779296875,37.79999923706055,37.79999923706055,37.95000076293945,413700,37.95000076293945
2019-04-15,38.20000076293945,37.95000076293945,38.16999816894531,37.970001220703125,464000,37.970001220703125
2019-04-16,38.689998626708984,38.11000061035156,38.5099983215332,38.279998779296875,646900,38.279998779296875
2019-04-17,39.0,38.529998779296875,38.849998474121094,38.720001220703125,404700,38.720001220703125
2019-04-18,44.18000030517578,41.599998474121094,42.400001525878906,43.459999084472656,3107000,43.459999084472656
2019-04-22,43.09000015258789,42.779998779296875,43.09000015258789,42.939998626708984,940000,42.939998626708984
2019-04-23,41.529998779296875,41.130001068115234,41.5099983215332,41.40999984741211,763300,41.40999984741211
2019-04-24,42.75,41.95000076293945,42.41999816894531,42.20000076293945,589800,42.20000076293945
2019-04-25,41.25,39.650001525878906,41.060001373291016,40.25,1777600,40.25
2019-04-26,42.9900016784668,42.45000076293945,42.47999954223633,42.970001220703125,580892,42.970001220703125
