Date,High,Low,Open,Close,Volume,Adj Close
2019-03-25,11.170000076293945,10.600000381469727,10.649999618530273,11.020000457763672,3028200,11.020000457763672
2019-03-26,11.460000038146973,11.020000457763672,11.100000381469727,11.119999885559082,2631200,11.119999885559082
2019-03-27,11.289999961853027,10.4399995803833,11.149999618530273,10.789999961853027,3543900,10.789999961853027
2019-03-28,10.930000305175781,10.680000305175781,10.789999961853027,10.779999732971191,2080700,10.779999732971191
2019-03-29,11.0600004196167,10.789999961853027,10.859999656677246,10.9399995803833,2087600,10.9399995803833
2019-04-01,11.149999618530273,10.569999694824219,11.140000343322754,10.930000305175781,2003200,10.930000305175781
2019-04-02,11.319999694824219,10.739999771118164,10.930000305175781,11.279999732971191,2902100,11.279999732971191
2019-04-03,11.5600004196167,11.210000038146973,11.399999618530273,11.319999694824219,2826600,11.319999694824219
2019-04-04,11.550000190734863,11.199999809265137,11.390000343322754,11.380000114440918,2335200,11.380000114440918
2019-04-05,11.75,11.289999961853027,11.4399995803833,11.359999656677246,3170500,11.359999656677246
2019-04-08,11.470000267028809,11.09000015258789,11.4399995803833,11.430000305175781,1966400,11.430000305175781
2019-04-09,11.550000190734863,11.350000381469727,11.359999656677246,11.40999984741211,1394800,11.40999984741211
2019-04-10,11.59000015258789,11.390000343322754,11.40999984741211,11.479999542236328,1690700,11.479999542236328
2019-04-11,11.579999923706055,11.390000343322754,11.489999771118164,11.449999809265137,1004100,11.449999809265137
2019-04-12,11.649999618530273,11.390000343322754,11.5,11.539999961853027,1813100,11.539999961853027
2019-04-15,11.609999656677246,10.829999923706055,11.550000190734863,11.069999694824219,2882900,11.069999694824219
2019-04-16,11.100000381469727,10.550000190734863,11.100000381469727,10.649999618530273,3751400,10.649999618530273
2019-04-17,10.789999961853027,10.279999732971191,10.680000305175781,10.430000305175781,1843100,10.430000305175781
2019-04-18,10.739999771118164,10.260000228881836,10.430000305175781,10.630000114440918,2170900,10.630000114440918
2019-04-22,10.880000114440918,10.5600004196167,10.640000343322754,10.850000381469727,1252600,10.850000381469727
2019-04-23,11.130000114440918,10.859999656677246,10.90999984741211,11.100000381469727,2205200,11.100000381469727
2019-04-24,11.270000457763672,11.029999732971191,11.109999656677246,11.170000076293945,1677300,11.170000076293945
2019-04-25,11.25,10.729999542236328,11.239999771118164,11.0,1413600,11.0
2019-04-26,11.15999984741211,10.899999618530273,10.989999771118164,11.085000038146973,917433,11.085000038146973
