Date,High,Low,Open,Close,Volume,Adj Close
2019-03-25,5.389999866485596,5.210000038146973,5.28000020980835,5.309999942779541,11629400,5.309999942779541
2019-03-26,5.380000114440918,5.289999961853027,5.329999923706055,5.329999923706055,10639600,5.329999923706055
2019-03-27,5.340000152587891,5.179999828338623,5.309999942779541,5.21999979019165,16096200,5.21999979019165
2019-03-28,5.28000020980835,5.159999847412109,5.239999771118164,5.260000228881836,7525200,5.260000228881836
2019-03-29,5.360000133514404,5.210000038146973,5.289999961853027,5.329999923706055,11577200,5.329999923706055
2019-04-01,5.380000114440918,5.25,5.340000152587891,5.329999923706055,8665200,5.329999923706055
2019-04-02,5.449999809265137,5.300000190734863,5.320000171661377,5.409999847412109,8361900,5.409999847412109
2019-04-03,5.550000190734863,5.420000076293945,5.420000076293945,5.449999809265137,12012400,5.449999809265137
2019-04-04,5.519999980926514,5.289999961853027,5.46999979019165,5.340000152587891,11037400,5.340000152587891
2019-04-05,5.420000076293945,5.309999942779541,5.349999904632568,5.349999904632568,9039700,5.349999904632568
2019-04-08,5.380000114440918,5.25,5.329999923706055,5.369999885559082,7185000,5.369999885559082
2019-04-09,5.409999847412109,5.320000171661377,5.329999923706055,5.389999866485596,5539600,5.389999866485596
2019-04-10,5.480000019073486,5.389999866485596,5.389999866485596,5.46999979019165,7110300,5.46999979019165
2019-04-11,5.539999961853027,5.449999809265137,5.5,5.480000019073486,4849100,5.480000019073486
2019-04-12,5.53000020980835,5.440000057220459,5.519999980926514,5.519999980926514,8435200,5.519999980926514
2019-04-15,5.53000020980835,5.409999847412109,5.519999980926514,5.460000038146973,12495000,5.460000038146973
2019-04-16,5.5,5.329999923706055,5.489999771118164,5.360000133514404,9853200,5.360000133514404
2019-04-17,5.400000095367432,5.239999771118164,5.400000095367432,5.25,11229000,5.25
2019-04-18,5.460000038146973,5.21999979019165,5.329999923706055,5.440000057220459,36298400,5.440000057220459
2019-04-22,5.539999961853027,5.400000095367432,5.480000019073486,5.519999980926514,17619700,5.519999980926514
2019-04-23,5.650000095367432,5.519999980926514,5.579999923706055,5.619999885559082,15174700,5.619999885559082
2019-04-24,5.650000095367432,5.53000020980835,5.650000095367432,5.579999923706055,13527800,5.579999923706055
2019-04-25,5.619999885559082,5.409999847412109,5.599999904632568,5.460000038146973,15402600,5.460000038146973
2019-04-26,5.550000190734863,5.460000038146973,5.489999771118164,5.514999866485596,15302694,5.514999866485596
